ID,Nombre de la Unidad Económica,Razón social,Código de la clase de actividad SCIAN,Nombre de clase de la actividad,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Número exterior o kilómetro,Letra exterior,Edificio,Edificio Piso,Número interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado público",Número de local,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Manzana,Número de teléfono,Correo electrónico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporación al DENUE
1648848,HOSPITAL ÁNGELES CHAPALITA,ANGELES INTEGRALES CHAPALITA SC,622111,Hospitales generales del sector privado,0 a 5 personas,AVENIDA,CHAPALITA,CALLE,CAPUCHINAS,AVENIDA,AVENIDA DE LAS ROSAS,AVENIDA,ADOLFO LÓPEZ MATEOS SUR,1300,,,,,,COLONIA,CHAPALITA,,,,44500,14,JALISCO,39,Guadalajara,1,Guadalajara,3321,15,,ANGELESCHAPALITAADMON@GMAIL.COM,,Fijo,20.6598209,-103.3949801,2010-07
1956149,HOSPITAL ANITA,SANATORIO MATERNIDAD ANITA SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,0 a 5 personas,CALZADA,JUAN PABLO II,CALLE,SAN ESTEBAN,CALLE,SANTA ROSALIA,CALLE,MONTE BELLO,1493,,,,0,,COLONIA,POSTES CUATES (FEDERALISMO),,,,44350,14,JALISCO,39,Guadalajara,1,Guadalajara,789,12,,,,Fijo,20.69044278,-103.3147295,2010-07
6342157,HOSPITAL ARBOLEDAS,SANTE MEDICAL CENTER SA DE CV,622111,Hospitales generales del sector privado,101 a 250 personas,AVENIDA,NICOLÁS COPÉRNICO,CALLE,NICOLÁS COPÉRNICO,CALLE,PEDRO SIMÓN LAPLACE,CALLE,VÍA LÁCTEA,4000,,,,,,COLONIA,ARBOLEDAS,,,,45070,14,JALISCO,120,Zapopan,1,Zapopan,4465,14,,KARLAGRRO@GMAIL.COM,WWW.HOSPITALARBOLEDAS.COM,Fijo,20.63023899,-103.4230852,2014-12
1800281,HOSPITAL CIVIL,HOSPITAL CIVIL DE GUADALAJARA DR. JUAN MENCHACA ,622112,Hospitales generales del sector público,251 y más personas,CALLE,SALVADOR QUEVEDO Y ZUBIETA,CALLE,SIERRA MOJADA,CALLE,SIERRA NEVADA,CALLE,CENTRO MÉDICO,,SN,,,,,COLONIA,INDEPENDENCIA ORIENTE,,,,44340,14,JALISCO,39,Guadalajara,1,Guadalajara,1170,20,,,,Fijo,20.68638262,-103.3345621,2010-07
1888569,HOSPITAL CIVIL VIEJO FRAY ANTONIO ALCALDE,GOBIERNO DEL ESTADO DE JALISCO ,622112,Hospitales generales del sector público,251 y más personas,CALLE,HOSPITAL,CALLE,CORONEL CALDERON,CALLE,BELEN,CALLE,TENERÍAS,,SN,,,,,COLONIA,EL RETIRO,,,,44280,14,JALISCO,39,Guadalajara,1,Guadalajara,101A,21,,,WWW.HOSPITALESCIVILES.COM.MX,Fijo,20.68568027,-103.3439367,2010-07
1872222,HOSPITAL CONTROL QUIRURGICA,HOSPITAL CENTRAL QUIRURGICA DE GUADALAJARA SA DE CV,622111,Hospitales generales del sector privado,31 a 50 personas,AVENIDA,ESPAÑA,CALLE,BELGICA,CALLE,ARGENTINA,CIRCUNVALACION,AGUSTÍN YÁÑEZ,1661,,,,,,COLONIA,MODERNA,,,,44190,14,JALISCO,39,Guadalajara,1,Guadalajara,2145,12,33338124290,,WWW.HOSPITALHCA.COM,Fijo,20.66297728,-103.3630515,2010-07
6339189,HOSPITAL COUNTRY 2000,HOSPITAL DEL COUNTRY SA DE CV,622111,Hospitales generales del sector privado,251 y más personas,CIRCUNVALACION,JORGE ALVAREZ DEL CASTILLO,CALLE,MAR MÁRMARA,CALLE,MAR BLANCO,CALLE,MAR BLANCO,1542,,,,0,,COLONIA,CHAPULTEPEC COUNTRY,,,,44610,14,JALISCO,39,Guadalajara,1,Guadalajara,312,6,,CONTABILIDAD@HOSPITALCOUNTRY.NET,,Fijo,20.70374319,-103.3648025,2010-07
1800199,HOSPITAL DE ESPECIALIDADES IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,622112,Hospitales generales del sector público,251 y más personas,AVENIDA,BELISARIO DOMINGUEZ,CALLE,SIERRA MORENA,CALLE,SALVADOR QUEVEDO Y ZUBIETA,CALLE,SIERRA MOJADA,1000,,,,,,COLONIA,INDEPENDENCIA ORIENTE,,,,44340,14,JALISCO,39,Guadalajara,1,Guadalajara,1170,9,,,,Fijo,20.68449515,-103.3265464,2014-12
1682958,HOSPITAL DE ESPECIALIDADES LAURUS REAL,SERVICIOS MEDICOS INTEGRALES PEREZ Y ASOCIADOS  ,622311,Hospitales del sector privado de otras especialidades médicas,11 a 30 personas,CALLE,VENTURA ANAYA,CALLE,HACIENDA CANUTILLO,CIRCUNVALACION,OBLATOS,CALLE,FRANCISCO SARABIA,,SN,,,,,COLONIA,OBLATOS,,,,44716,14,JALISCO,39,Guadalajara,1,Guadalajara,083A,42,3338831600,CONTACTO@HOSPITALLAUROSREAL.COM,WWW.HOSPITALLAUROSREAL.COM,Fijo,20.68895072,-103.2981104,2014-12
7886033,HOSPITAL DE ESPECIALIDADES MI GRAN ESPERANZA,HOSPITAL DE ESPECIALIDADES MI GRAN ESPERANZA AC,622111,Hospitales generales del sector privado,11 a 30 personas,CALLE,PASEO DEL CORTIJO,CALLE,NINGUNO,CALLE,NINGUNO,CALLE,CAMINO A SAN JUAN,490,,,,,,FRACCIONAMIENTO,SAN AGUSTIN,,,,45645,14,JALISCO,97,Tlajomulco de Zúñiga,25,San Agustín,814,23,,CRISTYMIGRANESPERANZA@GMAIL.COM,,Fijo,20.53467479,-103.4529643,2019-11
1800198,HOSPITAL DE GINECO OBSTETRICIA,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,622312,Hospitales del sector público de otras especialidades médicas,251 y más personas,AVENIDA,BELISARIO DOMINGUEZ,CALLE,SIERRA MORENA,CALLE,SALVADOR QUEVEDO Y ZUBIETA,CALLE,SIERRA MOJADA,771,,,,,,COLONIA,INDEPENDENCIA ORIENTE,,,,44340,14,JALISCO,39,Guadalajara,1,Guadalajara,1170,9,,,,Fijo,20.68379385,-103.3267871,2014-12
1638363,HOSPITAL DE JESUS,,622111,Hospitales generales del sector privado,6 a 10 personas,AVENIDA,TESISTAN,CALLE,HIERRO,CALLE,ACERO,CALLE,ANTIMONIO,776,,,,,,COLONIA,SAN JOSE DEL BAJIO,,,,45140,14,JALISCO,120,Zapopan,1,Zapopan,2632,36,3336330043,,,Fijo,20.73072947,-103.403562,2010-07
6340937,HOSPITAL DE LA SANTÍSIMA TRINIDAD,ASOCIACION HOSPITALARIA DE SERVICIO SOCIAL AC,622111,Hospitales generales del sector privado,0 a 5 personas,CALLE,MIGUEL BLANCO,CALLE,PAVO,CALZADA,CALZADA DEL FEDERALISMO SUR,CALLE,LIBERTAD,1225,,,,,,COLONIA,CENTRO,,,,44180,14,JALISCO,39,Guadalajara,1,Guadalajara,4550,7,,,,Fijo,20.67206379,-103.354038,2010-07
8694112,HOSPITAL DE PADUA,HOSPITAL DE PADUA SA DE CV,622111,Hospitales generales del sector privado,31 a 50 personas,AVENIDA,NICOLAS COPERNICO,CALLE,SAGITARIO,CALLE,VIRGEN,CALLE,VIRGEN,,SN,,,,,MANZANA,ARBOLEDAS,,,,45070,14,JALISCO,120,Zapopan,1,Zapopan,4465,12,,,,Fijo,20.62875621,-103.4193161,2019-11
8605869,HOSPITAL DEESPECIALIDADESMEDICAS,SANATORIO SAN ANTONIO DE ASIS ,622111,Hospitales generales del sector privado,6 a 10 personas,PROLONGACION,PROLONGACION DE LAS AMERICAS,CALLE,NINGUNO,AVENIDA,PATRIA,CALLE,NINGUNO,1946,,,,,,FRACCIONAMIENTO,COUNTRY CLUB,,,,44610,14,JALISCO,39,Guadalajara,1,Guadalajara,30,36,,,,Fijo,20.71059312,-103.3796934,2019-11
1870942,HOSPITAL DEL ANGEL,,622111,Hospitales generales del sector privado,11 a 30 personas,AVENIDA,CRISTOBAL COLON,CALLE,CIPRES,CALLE,LAUREL,AVENIDA,CRISTÓBAL COLÓN,1652,,,,,,COLONIA,FRESNO,,,,44900,14,JALISCO,39,Guadalajara,1,Guadalajara,2395,13,3338110325,HOSPITALELANGEL@HOTMAIL.COM,WWW.HOSPITALELANGEL.COM.MX,Fijo,20.65634879,-103.3625745,2010-07
6341487,HOSPITAL DEL PARQUE,,622111,Hospitales generales del sector privado,31 a 50 personas,AVENIDA,AVENIDA DEL PARQUE,CALLE,GIGANTES EJE,CALLE,SAN ANDRES,AVENIDA,SAN JACINTO,37,,,,,537,COLONIA,SAN ANDRES,,,,44810,14,JALISCO,39,Guadalajara,1,Guadalajara,2056,20,,,,Fijo,20.66147943,-103.2997304,2010-07
6341038,HOSPITAL DEL SAGRADO CORAZÓN,HOSPITAL DEL SAGRADO CORAZON  SA DE CV,622111,Hospitales generales del sector privado,51 a 100 personas,CALLE,ANTONIO ROSALES,CALLE,MEDRANO,CALLE,ALDAMA,CALLE,ANALCO,109,,,,,,COLONIA,BARRIO SAN JUAN DE DIOS II,,,,44450,14,JALISCO,39,Guadalajara,1,Guadalajara,1895,4,,,,Fijo,20.67007109,-103.3388276,2010-07
1861563,"HOSPITAL DEL VALLE DE ATEMAJAC,S.A DE C.V.",HOSPITAL DEL VALLE DE ATEMAJAC SA DE CV,622111,Hospitales generales del sector privado,11 a 30 personas,CALLE,RAMON CORONA,CALLE,HIDALGO,CALZADA,DEL FEDERALISMO NORTE,CALLE,PRIVADA COLON,55,,,,,,COLONIA,ATEMAJAC DEL VALLE,,,,45190,14,JALISCO,120,Zapopan,1,Zapopan,369,44,3338531041,CONTACTO@HVA.MX,,Fijo,20.72005404,-103.3541457,2010-07
6339377,HOSPITAL DOCTOR ANGEL LEAÑO,UNIVERSIDAD AUTONOMA DE GUADALAJARA AC,622311,Hospitales del sector privado de otras especialidades médicas,51 a 100 personas,AVENIDA,DOCTOR ÁNGEL LEAÑO,PRIVADA,19,AVENIDA,3,PRIVADA,19,500,,,,0,,COLONIA,LOS ROBLES,,,,45500,14,JALISCO,120,Zapopan,1,Zapopan,6550,2,,,,Fijo,20.75782814,-103.41536,2011-03
1957421,HOSPITAL EN CASA ENFERMERAS & SERVICIOS,HOSPITAL EN CASA ENFERMERAS Y SERVICIOS SA DE CV,622111,Hospitales generales del sector privado,0 a 5 personas,CALLE,MAR BALTICO,CALLE,MAR CARIBE,PROLONGACION,PROLONGACION DE LAS AMERICAS,CALLE,MAR TIRRENO,2240,,EDIFICIO CONDOMINOS MAR BALTICO AC,1,,2240-104 Y 104,COLONIA,PROVIDENCIA,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO MAR BÁLTICO,104,44630,14,JALISCO,39,Guadalajara,1,Guadalajara,30,13,3338171224,CLAUDIA@HOSPITALENCASA.COM,WWW.HOSPITALENCASA.COM,Fijo,20.69736071,-103.3725378,2010-07
1871302,HOSPITAL ESPAÑOL SA DE CV,HOSPITAL ESPAÑOL SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,11 a 30 personas,CALLE,DONATO GUERRA,CALLE,MEXICALTZINGO,CALLE,EPIGMENIO GONZALEZ,CALLE,COLÓN,619,,,,,,COLONIA,MEXICALTZINGO,,,,44180,14,JALISCO,39,Guadalajara,1,Guadalajara,1861,18,3336146888,HOSPITALESPANOLNMX@YAHOO.COM.MX,,Fijo,20.66676981,-103.3520653,2010-07
1933710,HOSPITAL FELMAN,"HOSPITAL FELMAN,  SA DE CV",622111,Hospitales generales del sector privado,51 a 100 personas,CALLE,ESTEBAN LOERA,CALLE,INDUSTRIA,AVENIDA,REPUBLICA,CALLE,PORFIRIO DÍAZ,15309,,,,,,COLONIA,SECTOR LIBERTAD,,,,44890,14,JALISCO,39,Guadalajara,1,Guadalajara,140A,33,,HOSPITALFELMAN@GMAIL.COM,WWW.HOSPITALFELMAN.COM,Fijo,20.67779577,-103.3229618,2010-07
6263661,HOSPITAL FRAY ANTONIO ALCALDE,,622111,Hospitales generales del sector privado,101 a 250 personas,CALLE,JUAN CANO,CALLE,SILVESTRE REVUELTAS,CALLE,TORRES QUINTERO,CALLE,LICEO,926,,,,0,,COLONIA,ALCALDE BARRANQUITAS,,,,44270,14,JALISCO,39,Guadalajara,1,Guadalajara,069A,28,,SALUDAC@GMAIL.COM,WWW.SALUDDELOSENFERMOS.COM.MX,Fijo,20.6908941,-103.3475435,2010-07
1931940,HOSPITAL FRAY ANTONIO DE SEGOVIA,"HOSPITAL FRAY ANTONIO DE SEGOVIA, S.A. DE C.V. ",622311,Hospitales del sector privado de otras especialidades médicas,6 a 10 personas,CALLE,RAMÓN BLANCARTE,CALLE,FRANCISCO DE ICAZA,CALLE,JESÚS URUETA,CALLE,PORFIRIO DÍAZ,,,,,699,,COLONIA,EL MIRADOR,OTRO CONGLOMERADO,,,44370,14,JALISCO,39,Guadalajara,1,Guadalajara,4885,9,,,,Fijo,20.68187235,-103.3166403,2010-07
1648792,HOSPITAL GALVÁN,,622111,Hospitales generales del sector privado,31 a 50 personas,CALLE,GIGANTES,CALLE,GUINEA,CALLE,ELUTERIO GONZALEZ,CALLE,GUINEA,279,,,,,,COLONIA,TETLAN,,,,44820,14,JALISCO,39,Guadalajara,1,Guadalajara,1537,8,3336051025,HOSPITALGALVAN@HOTMAIL.COM,WWW.HOSPITALGALVAN.COM.MX,Fijo,20.65976139,-103.275071,2012-06
1870052,HOSPITAL GENERAL DE OCCIDENTE,SERVICIOS DE SALUD JALISCO/HGO ,622112,Hospitales generales del sector público,251 y más personas,AVENIDA,ZOQUIPAN,AVENIDA,D,CALLE,LAGUNA DE ALVARADO,CALLE,LAGO TEQUESQUITENGO,1000,,,,1050,,COLONIA,LAGOS DEL COUNTRY 2DA SECC,,,,45177,14,JALISCO,120,Zapopan,1,Zapopan,2242,6,,HOSPITALZOQUIPAN@GMAIL.COM,,Fijo,20.71825153,-103.3713329,2010-07
1835304,HOSPITAL GENERAL DE ZONA 14,IMSS ,622112,Hospitales generales del sector público,251 y más personas,AVENIDA,REVOLUCION,CALLE,ENRIQUE OLAVARRIA Y FERRARI,AVENIDA,RIO NILO,CALLE,BERNAL DÍAZ DEL CASTILLO,2735,,,,,,COLONIA,JARDINES DE LA PAZ,,,,44860,14,JALISCO,39,Guadalajara,1,Guadalajara,2319,35,3336353139,,WWW.IMSS.GOB.MX,Fijo,20.64462377,-103.303897,2010-07
1753796,HOSPITAL GENERAL REGIONAL IMSS180 AV IZTACCIHUATL O CARR. A SN SEBASTIAN ELGDE GOBIERNO,GOBIERNO ,622112,Hospitales generales del sector público,11 a 30 personas,AVENIDA,IZTACCIHUATL,OTRO (ESPECIFIQUE),HOSPITAL GENERAL REGIONAL IMSS180 AV IZTACCIHUATL O CARR. A SN SEBASTIAN ELGDE GOBIERNO,AVENIDA,LOS ENCINOS,CALLE,JACARANDAS,1000,,,,,,FRACCIONAMIENTO,FRACCIONAMIENTO COLINAS DEL ROBLE,,,,45650,14,JALISCO,97,Tlajomulco de Zúñiga,862,Colinas del Roble,3414,31,,,,Fijo,20.50828766,-103.39896,2014-12
1964439,HOSPITAL GENERAL REGIONAL NO 46,INSTITUTO MÉXICANO DEL SEGURO SOCIAL IMSS ,622112,Hospitales generales del sector público,251 y más personas,CALZADA,LAZARO CARDENAS,CALLE,NINGUNO,CALLE,LORO,CALLE,CLARÍN,2063,,,,,,COLONIA,8 DE JULIO,,,,44910,14,JALISCO,39,Guadalajara,1,Guadalajara,2569,17,3338100010,,IMSS.GOB.MX,Fijo,20.64701209,-103.3602268,2010-07
1843050,HOSPITAL GENERAL REGIONAL NUMERO 45 AYALA,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,622112,Hospitales generales del sector público,251 y más personas,CALLE,SAN FELIPE,CALLE,FRIAS,CALLE,GREGORIO DAVILA,CALLE,REFORMA,1014,,,,0,,COLONIA,VILLASEÑOR,"HOSPITAL, CENTRO MEDICO O CLINICA",HOSPITAL,SN,44660,14,JALISCO,39,Guadalajara,1,Guadalajara,1325,42,3338250700,,,Fijo,20.67937483,-103.3607528,2010-07
1649371,HOSPITAL HISPANO DE ESPECIALIDADES,HOSPITAL HISPANO SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,51 a 100 personas,CALLE,PEDRO MORENO,CALLE,CAMARENA,CALLE,ESCORZA,CALLE,MORELOS,934,,,,0,,COLONIA,CENTRO,,,,44100,14,JALISCO,39,Guadalajara,1,Guadalajara,133A,22,,ADMON@HOSPITALHISPANO.COM,WWW.HOSPITALHISPANO.COM,Fijo,20.67568943,-103.3581799,2010-07
6714692,HOSPITAL INNOVARE,CIRUGIA PLASTICA DEL SIGLO XXI SAPI DE CV,622311,Hospitales del sector privado de otras especialidades médicas,0 a 5 personas,CALLE,VERONA,CALLE,NACIONES UNIDAS,CALLE,VERONA,CALLE,NINGUNO,7412,,OTRO CONGLOMERADO,18,,,COLONIA,VIRREYES RESIDENCIAL,OTRO CONGLOMERADO,INNOVARE,7412,45110,14,JALISCO,120,Zapopan,1,Zapopan,5942,1,,,,Fijo,20.70248348,-103.4459587,2016-01
6339522,HOSPITAL JARDINES,HOSPITAL GUADALUPE CORP SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,101 a 250 personas,AVENIDA,MANUEL J. CLOUTHIER,AVENIDA,3,AVENIDA,3,CALLE,5,669,,,,0,,COLONIA,JARDINES DEL TEPEYAC,,,,45050,14,JALISCO,120,Zapopan,1,Zapopan,1278,9,,BLANCA_MORONES@HOTMAIL.COM,WWW.JARDINESHOSPITAL.COM,Fijo,20.66466931,-103.4201676,2012-06
1799720,HOSPITAL JUSTO SIERRA,HOSPITAL JUSTO SIERRA SC,622111,Hospitales generales del sector privado,31 a 50 personas,CALLE,JUSTO SIERRA,CALLE,FRANCISCO GONZALEZ ROJAS,CALLE,LUIS PEREZ VERDIA,AVENIDA,MÉXICO,2420,,,,,,COLONIA,ARCOS,,,,44130,14,JALISCO,39,Guadalajara,1,Guadalajara,1306,6,3336151502,CONTABILIDADHJS@GMAIL.COM,,Fijo,20.67773672,-103.3778079,2014-12
6338489,HOSPITAL LA LUZ,PROTECCIÓN A LA INFANCIA AC,622111,Hospitales generales del sector privado,101 a 250 personas,CALLE,RÍO SUCHIATE,CALLE,VIOLETA,AVENIDA,5 DE FEBRERO,CALLE,RÍO MEZCALA,1139,,,,,,COLONIA,GONZÁLEZ GALLO,,,,44430,14,JALISCO,39,Guadalajara,1,Guadalajara,3853,17,,FRM2001@HOTMAIL.COM,,Fijo,20.65523597,-103.3296377,2010-07
9148165,HOSPITAL LA SOLEDAD,HOSPITAL LA SOLEDAD SA DE CV,622111,Hospitales generales del sector privado,11 a 30 personas,CALLE,LICENCIADO VICENTE TRIGO ORIENTE,CALLE,ZARAGOZA,CALLE,28 DE ENERO,CALLE,GONZÁLEZ ORTEGA ORIENTE,115,,,,,,COLONIA,SANTA CRUZ DE LAS FLORES,,,,45640,14,JALISCO,97,Tlajomulco de Zúñiga,34,Santa Cruz de las Flores,388,16,,,,Fijo,20.48143739,-103.5010867,2019-11
1636585,HOSPITAL MAC BERNARDETTE,CENTRO HOSPITALARIO MAC SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,101 a 250 personas,AVENIDA,HIDALGO,AVENIDA,JUAN N. CUMPLIDO,CALLE,CRUZ VERDE,CALLE,INDEPENDENCIA,930,,,,,,COLONIA,CENTRO,,,,44200,14,JALISCO,39,Guadalajara,1,Guadalajara,133A,3,,EDUARDO.FUENTES@HOSPITALESMAC.COM,,Fijo,20.67717742,-103.3579502,2010-07
1873507,HOSPITAL MARÍA AUXILIADORA,SERVICIOS MEDICOS OMEGA SAPI DE CV,622111,Hospitales generales del sector privado,11 a 30 personas,AVENIDA,PASEO DE LA ARBOLEDA,CALLE,NINGUNO,CALLE,BARLOVENTO,CALLE,ISLA AUSTRALIA,2444,,,,0,2444,COLONIA,BOSQUE DE LA VICTORIA,,,,44540,14,JALISCO,39,Guadalajara,1,Guadalajara,3961,12,,CALIDADMARIAUX@OUTLOOK.COM,WWW.HMARIAUX.COM.MX,Fijo,20.64948851,-103.3866822,2010-07
1871892,HOSPITAL MATERNO INFANTIL ESPERANZA LOPEZ MATEOS,SERVICIOS DE SALUD JALISCO ,622312,Hospitales del sector público de otras especialidades médicas,101 a 250 personas,AVENIDA,CONSTITUYENTES,CALLE,NICOLAS REGULES,CALLE,MANZANO,CALZADA,CALZADA DEL CAMPESINO,1075,,,,,,COLONIA,MODERNA,,,,44190,14,JALISCO,39,Guadalajara,1,Guadalajara,2179,23,,,,Fijo,20.66266352,-103.3509994,2010-07
1947360,HOSPITAL MATERNO INFANTIL SAN MARTIN DE LAS FLORES,SECRETARÍA DE SALUD JALISCO ,622112,Hospitales generales del sector público,11 a 30 personas,CALLE,16 DE SEPTIEMBRE,CALLE,SANTA CRUZ,CALLE,NUEVO AMANECER,CALLE,EL PORVENIR,,SN,,,,,COLONIA,SAN MARTIN DE LAS FLORES DE ABAJO,,,,45629,14,JALISCO,98,San Pedro Tlaquepaque,1,Tlaquepaque,2216,8,,,,Fijo,20.59858631,-103.2783949,2010-07
1896840,HOSPITAL MEDUGORIE,HOSPITAL DE NUESTRA SEÑORA DE MDGR DE OCCIDENTE S DE RL DE CV,622111,Hospitales generales del sector privado,31 a 50 personas,AVENIDA,8 DE JULIO,CALLE,LONGINOS CADENA,CALLE,CARLOS A. CARRILLO,CALLE,6 (ALFONSO SÁNCHEZ),3339,,,,,,COLONIA,LOMAS DE POLANCO,,,,44960,14,JALISCO,39,Guadalajara,1,Guadalajara,4601,3,3312533130,,WWW.HOSPITALMEDUGORIE.COM,Fijo,20.62716355,-103.3695204,2010-07
6263886,HOSPITAL MÉXICO AMERICANO,HOSPITAL MEXICO AMERICANO SC,622111,Hospitales generales del sector privado,251 y más personas,CALLE,COLOMOS,CALLE,MANUEL M. DIÉGUEZ,CALLE,PEDRO ANTONIO BUZETA,CALLE,AYUNTAMIENTO,2110,,,,0,,COLONIA,AYUNTAMIENTO,,,,44620,14,JALISCO,39,Guadalajara,1,Guadalajara,4866,9,,LUGOREYNA@HMA.COM.MX,,Fijo,20.6909792,-103.3700791,2010-07
1808926,HOSPITAL PASEO DE LA VICTORIA,HOSPITAL PASEO NDE LA VICTORI SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,11 a 30 personas,AVENIDA,GUADALUPE,CALLE,ARQUITECTOS,CALLE,INGENIEROS SUR,CALLE,TERCERA NORTE,5149,,,,0,,COLONIA,JARDINES DE GUADALUPE,,,,45030,14,JALISCO,120,Zapopan,1,Zapopan,1278,1,3336200200,HPVICTORIA@PROGIGY.NET.MX,WWW.HPVICTORIO.COM.MX,Fijo,20.66167677,-103.4262585,2010-07
6263484,HOSPITAL PEDRO LOZA ,HOSPITAL PEDRO LOZA SA DE CV,622111,Hospitales generales del sector privado,51 a 100 personas,CALLE,ESTEBAN LOERA,CALLE,GOMEZ DE MENDIOLA,CALLE,SANTIAGO DE VERA,CALLE,PORFIRIO DÍAZ,138,,,,,,COLONIA,EX EJIDO DE OBLATOS,,,,44370,14,JALISCO,39,Guadalajara,1,Guadalajara,1664,21,3312471930,CONTABILIDADHPL2018@GMAIL.COM,,Fijo,20.67188282,-103.3250165,2010-07
6342816,HOSPITAL RAMON GARIBAY,UNIVERSIDAD AUTONOMA DE GUADALAJARA AC,622111,Hospitales generales del sector privado,51 a 100 personas,AVENIDA,ENRIQUE DÍAZ DE LEÓN SUR,AVENIDA,PRISCILIANO SÁNCHEZ,CALLE,FRANCISCO I. MADERO,CALLE,PRADO,238,,,,,,COLONIA,AMERICANA,,,,44160,14,JALISCO,39,Guadalajara,1,Guadalajara,1607,12,,,,Fijo,20.67278165,-103.3594345,2010-07
6264109,HOSPITAL REAL SAN JOSÉ,,622111,Hospitales generales del sector privado,251 y más personas,CALZADA,LAZARO CARDENAS,CALLE,CERRO DEL COLLI,AVENIDA,NIÑO OBRERO,VIADUCTO,NINGUNO,4149,,,,0,,COLONIA,JARDINES DE SAN IGNACIO,,,,45040,14,JALISCO,120,Zapopan,1,Zapopan,547,42,,ANTONIO@HRSJ.COM.MX,,Fijo,20.67301205,-103.4095632,2010-07
1964779,HOSPITAL REGIONAL 110,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,622112,Hospitales generales del sector público,251 y más personas,CIRCUNVALACION,OBLATOS,CALLE,FRANCISCO GONZALEZ BOCANEGRA,CALLE,FRANCISCO VILLA,CALLE,HACIENDA LA PUNTA,2208,,,,,,COLONIA,CIRCUNVALACION OBLATOS,,,,44716,14,JALISCO,39,Guadalajara,1,Guadalajara,083A,8,3333455800,ADOLBENHIRO.VARGAS@IMSS.GOB.MX,WWW.IMSS.GOB.MX,Fijo,20.68988291,-103.3017567,2010-07
1865698,HOSPITAL REGIONAL DOCTOR VALENTIN GÓMEZ FARÍAS,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO ,622112,Hospitales generales del sector público,251 y más personas,PROLONGACION,AMERICAS,PROLONGACION,JAVIER MINA,CALLE,MIXTON,AVENIDA,JACARANDAS PONIENTE,203,,,,0,,COLONIA,EL CAPULLO,,,,45100,14,JALISCO,120,Zapopan,1,Zapopan,4198,17,,,WWW.ISSSTEZAPOPAN.GOB.MX,Fijo,20.71889991,-103.3878809,2010-07
1952206,HOSPITAL ROSETTE,HOSPITAL ROSETTE S DE RL DE CV,622111,Hospitales generales del sector privado,11 a 30 personas,CIRCUITO,DOCTOR ATL,CALLE,SIERRA GRANDE,CALLE,MONTE ALBAN,CALLE,PUERTO ESCONDIDO,487,,,,,,COLONIA,MONUMENTAL,,,,44320,14,JALISCO,39,Guadalajara,1,Guadalajara,435,46,3336372800,ROSETTEHOSPITAL@OUTLOOK.ES,,Fijo,20.69470146,-103.3247732,2010-07
1951284,HOSPITAL SAN ANTONIO,,622111,Hospitales generales del sector privado,11 a 30 personas,AVENIDA,BELISARIO DOMINGUEZ,AVENIDA,ARTESANOS,CALLE,OTILIO GONZALEZ,CALLE,OTILIO GONZÁLEZ,3736,,,,,,COLONIA,SAN MIGUEL HUENTITAN,,,,44300,14,JALISCO,39,Guadalajara,1,Guadalajara,3764,13,3336740707,,,Fijo,20.71688587,-103.2969411,2010-07
1649334,HOSPITAL SAN GABRIEL ARCÁNGEL,HOSPITAL SAN GABRIEL ARCANGEL SA DE CV,622111,Hospitales generales del sector privado,11 a 30 personas,CALLE,REPUBLICA DE CUBA,CALLE,GLENDALE,CALLE,5 DE MAYO,CALLE,TONALÁ,73,,,,0,,BARRIO,BARRIO SANTO SANTIAGO,,,,45500,14,JALISCO,98,San Pedro Tlaquepaque,1,Tlaquepaque,84,5,13340409929,IVANTO24@HOTMAIL.COM,WWW.HOSPITALSANGABRIELARCANGEL.COM.MX,Fijo,20.63501049,-103.3078316,2011-03
1939423,HOSPITAL SAN JOAQUIN,HOSPITAL SAN JOAQUIN SA DE CV,622111,Hospitales generales del sector privado,6 a 10 personas,CALLE,PRESA EL TINTERO,CALLE,CANAAN,AVENIDA,PRESA DE OSORIO,CALLE,PRESA AHOME,764,,,,,,COLONIA,SAN JOAQUIN,,,,44770,14,JALISCO,39,Guadalajara,1,Guadalajara,5008,14,,ALEJANDROJCARDONA@GMAIL.COM,,Fijo,20.67302905,-103.2767037,2010-07
